card_number,as_of,market_usd,source
OP05-118p2,2026-06-22,41.09,tcgplayer
OP05-118p2,2026-06-29,41.05,tcgplayer
OP05-118p2,2026-07-06,40.89,tcgplayer
OP05-118p2,2026-07-13,40.85,tcgplayer
OP05-118p2,2026-07-20,40.75,tcgplayer
OP05-118p2,2026-07-27,40.40,tcgplayer
OP05-118p2,2026-08-03,40.11,tcgplayer
OP05-118p2,2026-08-10,40.47,tcgplayer
OP05-118p2,2026-08-17,40.47,tcgplayer
OP05-118p2,2026-08-24,40.47,tcgplayer
OP05-118p2,2026-08-31,40.47,tcgplayer
OP05-118p2,2026-09-05,40.47,limitless
OP05-119,2026-09-05,9.40,limitless
OP05-119p2,2026-09-05,5700.00,limitless
OP05-119p4,2025-09-08,44.63,tcgplayer
OP05-119p4,2025-09-15,44.10,tcgplayer
OP05-119p4,2025-09-22,45.93,tcgplayer
OP05-119p4,2025-09-29,49.24,tcgplayer
OP05-119p4,2025-10-06,54.88,tcgplayer
OP05-119p4,2025-10-13,68.33,tcgplayer
OP05-119p4,2025-10-20,73.94,tcgplayer
OP05-119p4,2025-10-27,75.72,tcgplayer
OP05-119p4,2025-11-03,77.19,tcgplayer
OP05-119p4,2025-11-10,77.19,tcgplayer
OP05-119p4,2025-11-17,81.21,tcgplayer
OP05-119p4,2025-11-24,78.60,tcgplayer
OP05-119p4,2025-12-01,105.28,tcgplayer
OP05-119p4,2025-12-08,121.77,tcgplayer
OP05-119p4,2025-12-15,129.22,tcgplayer
OP05-119p4,2025-12-22,158.81,tcgplayer
OP05-119p4,2025-12-29,182.60,tcgplayer
OP05-119p4,2026-01-05,205.47,tcgplayer
OP05-119p4,2026-01-12,238.10,tcgplayer
OP05-119p4,2026-01-19,246.57,tcgplayer
OP05-119p4,2026-01-26,253.37,tcgplayer
OP05-119p4,2026-02-02,255.91,tcgplayer
OP05-119p4,2026-02-09,257.31,tcgplayer
OP05-119p4,2026-02-16,255.92,tcgplayer
OP05-119p4,2026-02-23,253.75,tcgplayer
OP05-119p4,2026-03-02,225.83,tcgplayer
OP05-119p4,2026-03-09,211.68,tcgplayer
OP05-119p4,2026-03-16,211.68,tcgplayer
OP05-119p4,2026-03-23,200.35,tcgplayer
OP05-119p4,2026-03-30,196.41,tcgplayer
OP05-119p4,2026-04-06,196.41,tcgplayer
OP05-119p4,2026-04-13,178.51,tcgplayer
OP05-119p4,2026-04-20,174.20,tcgplayer
OP05-119p4,2026-04-27,169.99,tcgplayer
OP05-119p4,2026-05-04,170.19,tcgplayer
OP05-119p4,2026-05-11,170.68,tcgplayer
OP05-119p4,2026-05-18,177.22,tcgplayer
OP05-119p4,2026-05-25,177.17,tcgplayer
OP05-119p4,2026-06-01,175.46,tcgplayer
OP05-119p4,2026-06-08,188.21,tcgplayer
OP05-119p4,2026-06-15,194.30,tcgplayer
OP05-119p4,2026-06-22,198.34,tcgplayer
OP05-119p4,2026-06-29,202.60,tcgplayer
OP05-119p4,2026-07-06,202.60,tcgplayer
OP05-119p4,2026-07-13,206.46,tcgplayer
OP05-119p4,2026-07-20,209.87,tcgplayer
OP05-119p4,2026-07-27,209.86,tcgplayer
OP05-119p4,2026-08-03,209.86,tcgplayer
OP05-119p4,2026-08-10,213.45,tcgplayer
OP05-119p4,2026-08-17,213.45,tcgplayer
OP05-119p4,2026-08-24,213.45,tcgplayer
OP05-119p4,2026-08-31,215.13,tcgplayer
OP05-119p4,2026-09-05,215.13,limitless
OP06-003,2026-09-05,0.12,limitless
OP06-003p1,2025-09-08,0.46,tcgplayer
OP06-003p1,2025-09-15,0.37,tcgplayer
OP06-003p1,2025-09-22,0.37,tcgplayer
OP06-003p1,2025-09-29,0.37,tcgplayer
OP06-003p1,2025-10-06,0.37,tcgplayer
OP06-003p1,2025-10-13,0.33,tcgplayer
OP06-003p1,2025-10-20,0.34,tcgplayer
OP06-003p1,2025-10-27,0.35,tcgplayer
OP06-003p1,2025-11-03,0.39,tcgplayer
OP06-003p1,2025-11-10,0.39,tcgplayer
OP06-003p1,2025-11-17,0.37,tcgplayer
OP06-003p1,2025-11-24,0.38,tcgplayer
OP06-003p1,2025-12-01,0.37,tcgplayer
OP06-003p1,2025-12-08,0.35,tcgplayer
OP06-003p1,2025-12-15,0.34,tcgplayer
OP06-003p1,2025-12-22,0.35,tcgplayer
OP06-003p1,2025-12-29,0.35,tcgplayer
OP06-003p1,2026-01-05,0.34,tcgplayer
OP06-003p1,2026-01-12,0.33,tcgplayer
OP06-003p1,2026-01-19,0.36,tcgplayer
OP06-003p1,2026-01-26,0.40,tcgplayer
OP06-003p1,2026-02-02,0.42,tcgplayer
OP06-003p1,2026-02-09,0.43,tcgplayer
OP06-003p1,2026-02-16,0.42,tcgplayer
OP06-003p1,2026-02-23,0.42,tcgplayer
OP06-003p1,2026-03-02,0.38,tcgplayer
OP06-003p1,2026-03-09,0.39,tcgplayer
OP06-003p1,2026-03-16,0.39,tcgplayer
OP06-003p1,2026-03-23,0.37,tcgplayer
OP06-003p1,2026-03-30,0.36,tcgplayer
OP06-003p1,2026-04-06,0.35,tcgplayer
OP06-003p1,2026-04-13,0.35,tcgplayer
OP06-003p1,2026-04-20,0.34,tcgplayer
OP06-003p1,2026-04-27,0.34,tcgplayer
OP06-003p1,2026-05-04,0.32,tcgplayer
OP06-003p1,2026-05-11,0.31,tcgplayer
OP06-003p1,2026-05-18,0.31,tcgplayer
OP06-003p1,2026-05-25,0.30,tcgplayer
OP06-003p1,2026-06-01,0.30,tcgplayer
OP06-003p1,2026-06-08,0.30,tcgplayer
OP06-003p1,2026-06-15,0.31,tcgplayer
OP06-003p1,2026-06-22,0.30,tcgplayer
OP06-003p1,2026-06-29,0.32,tcgplayer
OP06-003p1,2026-07-06,0.32,tcgplayer
OP06-003p1,2026-07-13,0.32,tcgplayer
OP06-003p1,2026-07-20,0.32,tcgplayer
OP06-003p1,2026-07-27,0.34,tcgplayer
OP06-003p1,2026-08-03,0.33,tcgplayer
OP06-003p1,2026-08-10,0.36,tcgplayer
OP06-003p1,2026-08-17,0.33,tcgplayer
OP06-003p1,2026-08-24,0.33,tcgplayer
OP06-003p1,2026-08-31,0.34,tcgplayer
OP06-003p1,2026-09-05,0.34,limitless
OP06-003p2,2025-09-08,40.63,tcgplayer
OP06-003p2,2025-09-15,39.97,tcgplayer
OP06-003p2,2025-09-22,36.82,tcgplayer
OP06-003p2,2025-09-29,35.28,tcgplayer
OP06-003p2,2025-10-06,35.28,tcgplayer
OP06-003p2,2025-10-13,27.23,tcgplayer
OP06-003p2,2025-10-20,23.91,tcgplayer
OP06-003p2,2025-10-27,21.61,tcgplayer
OP06-003p2,2025-11-03,21.61,tcgplayer
OP06-003p2,2025-11-10,20.41,tcgplayer
OP06-003p2,2025-11-17,19.60,tcgplayer
OP06-003p2,2025-11-24,17.82,tcgplayer
OP06-003p2,2025-12-01,16.74,tcgplayer
OP06-003p2,2025-12-08,16.72,tcgplayer
OP06-003p2,2025-12-15,17.05,tcgplayer
OP06-003p2,2025-12-22,17.65,tcgplayer
OP06-003p2,2025-12-29,18.13,tcgplayer
OP06-003p2,2026-01-05,18.53,tcgplayer
OP06-003p2,2026-01-12,18.53,tcgplayer
OP06-003p2,2026-01-19,19.15,tcgplayer
OP06-003p2,2026-01-26,19.15,tcgplayer
OP06-003p2,2026-02-02,18.85,tcgplayer
OP06-003p2,2026-02-09,18.28,tcgplayer
OP06-003p2,2026-02-16,17.66,tcgplayer
OP06-003p2,2026-02-23,16.71,tcgplayer
OP06-003p2,2026-03-02,16.76,tcgplayer
OP06-003p2,2026-03-09,16.86,tcgplayer
OP06-003p2,2026-03-16,16.86,tcgplayer
OP06-003p2,2026-03-23,17.14,tcgplayer
OP06-003p2,2026-03-30,17.14,tcgplayer
OP06-003p2,2026-04-06,17.58,tcgplayer
OP06-003p2,2026-04-13,17.58,tcgplayer
OP06-003p2,2026-04-20,17.66,tcgplayer
OP06-003p2,2026-04-27,17.66,tcgplayer
OP06-003p2,2026-05-04,17.73,tcgplayer
OP06-003p2,2026-05-11,17.76,tcgplayer
OP06-003p2,2026-05-18,17.71,tcgplayer
OP06-003p2,2026-05-25,17.64,tcgplayer
OP06-003p2,2026-06-01,17.64,tcgplayer
OP06-003p2,2026-06-08,17.28,tcgplayer
OP06-003p2,2026-06-15,16.76,tcgplayer
OP06-003p2,2026-06-22,16.77,tcgplayer
OP06-003p2,2026-06-29,16.35,tcgplayer
OP06-003p2,2026-07-06,15.96,tcgplayer
OP06-003p2,2026-07-13,17.95,tcgplayer
OP06-003p2,2026-07-20,17.95,tcgplayer
OP06-003p2,2026-07-27,17.95,tcgplayer
OP06-003p2,2026-08-03,18.00,tcgplayer
OP06-003p2,2026-08-10,18.00,tcgplayer
OP06-003p2,2026-08-17,18.00,tcgplayer
OP06-003p2,2026-08-24,17.96,tcgplayer
OP06-003p2,2026-08-31,17.96,tcgplayer
OP06-003p2,2026-09-05,17.89,limitless
OP06-023,2026-09-05,0.22,limitless
OP06-023p1,2025-09-08,0.24,tcgplayer
OP06-023p1,2025-09-15,0.23,tcgplayer
OP06-023p1,2025-09-22,0.24,tcgplayer
OP06-023p1,2025-09-29,0.34,tcgplayer
OP06-023p1,2025-10-06,0.38,tcgplayer
OP06-023p1,2025-10-13,0.36,tcgplayer
OP06-023p1,2025-10-20,0.35,tcgplayer
OP06-023p1,2025-10-27,0.29,tcgplayer
OP06-023p1,2025-11-03,0.26,tcgplayer
OP06-023p1,2025-11-10,0.24,tcgplayer
OP06-023p1,2025-11-17,0.27,tcgplayer
OP06-023p1,2025-11-24,0.27,tcgplayer
OP06-023p1,2025-12-01,0.26,tcgplayer
OP06-023p1,2025-12-08,0.26,tcgplayer
OP06-023p1,2025-12-15,0.22,tcgplayer
OP06-023p1,2025-12-22,0.22,tcgplayer
OP06-023p1,2025-12-29,0.25,tcgplayer
OP06-023p1,2026-01-05,0.25,tcgplayer
OP06-023p1,2026-01-12,0.25,tcgplayer
OP06-023p1,2026-01-19,0.27,tcgplayer
OP06-023p1,2026-01-26,0.32,tcgplayer
OP06-023p1,2026-02-02,0.35,tcgplayer
OP06-023p1,2026-02-09,0.37,tcgplayer
OP06-023p1,2026-02-16,0.30,tcgplayer
OP06-023p1,2026-02-23,0.30,tcgplayer
OP06-023p1,2026-03-02,0.27,tcgplayer
OP06-023p1,2026-03-09,0.27,tcgplayer
OP06-023p1,2026-03-16,0.28,tcgplayer
OP06-023p1,2026-03-23,0.28,tcgplayer
OP06-023p1,2026-03-30,0.26,tcgplayer
OP06-023p1,2026-04-06,0.28,tcgplayer
OP06-023p1,2026-04-13,0.28,tcgplayer
OP06-023p1,2026-04-20,0.28,tcgplayer
OP06-023p1,2026-04-27,0.29,tcgplayer
OP06-023p1,2026-05-04,0.28,tcgplayer
OP06-023p1,2026-05-11,0.29,tcgplayer
OP06-023p1,2026-05-18,0.28,tcgplayer
OP06-023p1,2026-05-25,0.27,tcgplayer
OP06-023p1,2026-06-01,0.26,tcgplayer
OP06-023p1,2026-06-08,0.26,tcgplayer
OP06-023p1,2026-06-15,0.27,tcgplayer
OP06-023p1,2026-06-22,0.27,tcgplayer
OP06-023p1,2026-06-29,0.27,tcgplayer
OP06-023p1,2026-07-06,0.28,tcgplayer
OP06-023p1,2026-07-13,0.28,tcgplayer
OP06-023p1,2026-07-20,0.28,tcgplayer
OP06-023p1,2026-07-27,0.27,tcgplayer
OP06-023p1,2026-08-03,0.26,tcgplayer
OP06-023p1,2026-08-10,0.27,tcgplayer
OP06-023p1,2026-08-17,0.26,tcgplayer
OP06-023p1,2026-08-24,0.27,tcgplayer
OP06-023p1,2026-08-31,0.27,tcgplayer
OP06-023p1,2026-09-05,0.27,limitless
OP06-023p2,2025-09-08,5.87,tcgplayer
OP06-023p2,2025-09-15,5.75,tcgplayer
OP06-023p2,2025-09-22,5.59,tcgplayer
OP06-023p2,2025-09-29,5.44,tcgplayer
OP06-023p2,2025-10-06,5.14,tcgplayer
OP06-023p2,2025-10-13,5.50,tcgplayer
OP06-023p2,2025-10-20,5.66,tcgplayer
OP06-023p2,2025-10-27,5.71,tcgplayer
OP06-023p2,2025-11-03,5.71,tcgplayer
OP06-023p2,2025-11-10,5.56,tcgplayer
OP06-023p2,2025-11-17,5.21,tcgplayer
OP06-023p2,2025-11-24,4.90,tcgplayer
OP06-023p2,2025-12-01,4.87,tcgplayer
OP06-023p2,2025-12-08,4.45,tcgplayer
OP06-023p2,2025-12-15,4.32,tcgplayer
OP06-023p2,2025-12-22,4.12,tcgplayer
OP06-023p2,2025-12-29,3.65,tcgplayer
OP06-023p2,2026-01-05,3.58,tcgplayer
OP06-023p2,2026-01-12,3.38,tcgplayer
OP06-023p2,2026-01-19,4.25,tcgplayer
OP06-023p2,2026-01-26,4.48,tcgplayer
OP06-023p2,2026-02-02,4.57,tcgplayer
OP06-023p2,2026-02-09,4.75,tcgplayer
OP06-023p2,2026-02-16,4.77,tcgplayer
OP06-023p2,2026-02-23,4.66,tcgplayer
OP06-023p2,2026-03-02,4.57,tcgplayer
OP06-023p2,2026-03-09,4.40,tcgplayer
OP06-023p2,2026-03-16,3.93,tcgplayer
OP06-023p2,2026-03-23,3.75,tcgplayer
OP06-023p2,2026-03-30,3.07,tcgplayer
OP06-023p2,2026-04-06,2.91,tcgplayer
OP06-023p2,2026-04-13,2.92,tcgplayer
OP06-023p2,2026-04-20,2.92,tcgplayer
OP06-023p2,2026-04-27,2.87,tcgplayer
OP06-023p2,2026-05-04,2.87,tcgplayer
OP06-023p2,2026-05-11,2.88,tcgplayer
OP06-023p2,2026-05-18,2.87,tcgplayer
OP06-023p2,2026-05-25,2.81,tcgplayer
OP06-023p2,2026-06-01,2.84,tcgplayer
OP06-023p2,2026-06-08,2.83,tcgplayer
OP06-023p2,2026-06-15,2.82,tcgplayer
OP06-023p2,2026-06-22,2.79,tcgplayer
OP06-023p2,2026-06-29,2.87,tcgplayer
OP06-023p2,2026-07-06,2.82,tcgplayer
OP06-023p2,2026-07-13,2.75,tcgplayer
OP06-023p2,2026-07-20,2.68,tcgplayer
OP06-023p2,2026-07-27,2.58,tcgplayer
OP06-023p2,2026-08-03,2.49,tcgplayer
OP06-023p2,2026-08-10,2.26,tcgplayer
OP06-023p2,2026-08-17,2.19,tcgplayer
OP06-023p2,2026-08-24,2.21,tcgplayer
OP06-023p2,2026-08-31,2.25,tcgplayer
OP06-023p2,2026-09-05,2.23,limitless
OP06-023p3,2025-09-08,18.19,tcgplayer
OP06-023p3,2025-09-15,18.23,tcgplayer
OP06-023p3,2025-09-22,18.07,tcgplayer
OP06-023p3,2025-09-29,18.34,tcgplayer
OP06-023p3,2025-10-06,18.42,tcgplayer
OP06-023p3,2025-10-13,18.58,tcgplayer
OP06-023p3,2025-10-20,18.58,tcgplayer
OP06-023p3,2025-10-27,18.58,tcgplayer
OP06-023p3,2025-11-03,18.21,tcgplayer
OP06-023p3,2025-11-10,17.71,tcgplayer
OP06-023p3,2025-11-17,16.79,tcgplayer
OP06-023p3,2025-11-24,14.56,tcgplayer
OP06-023p3,2025-12-01,14.21,tcgplayer
OP06-023p3,2025-12-08,14.14,tcgplayer
OP06-023p3,2025-12-15,13.79,tcgplayer
OP06-023p3,2025-12-22,13.89,tcgplayer
OP06-023p3,2025-12-29,13.89,tcgplayer
OP06-023p3,2026-01-05,13.92,tcgplayer
OP06-023p3,2026-01-12,14.07,tcgplayer
OP06-023p3,2026-01-19,15.67,tcgplayer
OP06-023p3,2026-01-26,15.71,tcgplayer
OP06-023p3,2026-02-02,16.29,tcgplayer
OP06-023p3,2026-02-09,16.31,tcgplayer
OP06-023p3,2026-02-16,16.58,tcgplayer
OP06-023p3,2026-02-23,16.55,tcgplayer
OP06-023p3,2026-03-02,16.58,tcgplayer
OP06-023p3,2026-03-09,16.58,tcgplayer
OP06-023p3,2026-03-16,16.45,tcgplayer
OP06-023p3,2026-03-23,16.45,tcgplayer
OP06-023p3,2026-03-30,16.41,tcgplayer
OP06-023p3,2026-04-06,15.63,tcgplayer
OP06-023p3,2026-04-13,15.63,tcgplayer
OP06-023p3,2026-04-20,15.18,tcgplayer
OP06-023p3,2026-04-27,14.48,tcgplayer
OP06-023p3,2026-05-04,14.07,tcgplayer
OP06-023p3,2026-05-11,14.04,tcgplayer
OP06-023p3,2026-05-18,14.04,tcgplayer
OP06-023p3,2026-05-25,13.39,tcgplayer
OP06-023p3,2026-06-01,12.33,tcgplayer
OP06-023p3,2026-06-08,12.04,tcgplayer
OP06-023p3,2026-06-15,11.59,tcgplayer
OP06-023p3,2026-06-22,10.58,tcgplayer
OP06-023p3,2026-06-29,9.26,tcgplayer
OP06-023p3,2026-07-06,9.08,tcgplayer
OP06-023p3,2026-07-13,9.00,tcgplayer
OP06-023p3,2026-07-20,8.98,tcgplayer
OP06-023p3,2026-07-27,8.80,tcgplayer
OP06-023p3,2026-08-03,8.28,tcgplayer
OP06-023p3,2026-08-10,7.93,tcgplayer
OP06-023p3,2026-08-17,7.89,tcgplayer
OP06-023p3,2026-08-24,7.78,tcgplayer
OP06-023p3,2026-08-31,7.78,tcgplayer
OP06-023p3,2026-09-05,7.78,limitless
OP06-035,2026-09-05,6.35,limitless
OP06-035p2,2025-09-08,66.61,tcgplayer
OP06-035p2,2025-09-15,65.79,tcgplayer
OP06-035p2,2025-09-22,65.58,tcgplayer
OP06-035p2,2025-09-29,65.04,tcgplayer
OP06-035p2,2025-10-06,64.96,tcgplayer
OP06-035p2,2025-10-13,64.61,tcgplayer
OP06-035p2,2025-10-20,64.10,tcgplayer
OP06-035p2,2025-10-27,64.10,tcgplayer
OP06-035p2,2025-11-03,64.10,tcgplayer
OP06-035p2,2025-11-10,62.01,tcgplayer
OP06-035p2,2025-11-17,61.22,tcgplayer
OP06-035p2,2025-11-24,55.88,tcgplayer
OP06-035p2,2025-12-01,50.77,tcgplayer
OP06-035p2,2025-12-08,48.55,tcgplayer
OP06-035p2,2025-12-15,48.42,tcgplayer
OP06-035p2,2025-12-22,48.42,tcgplayer
OP06-035p2,2025-12-29,48.14,tcgplayer
OP06-035p2,2026-01-05,48.04,tcgplayer
OP06-035p2,2026-01-12,47.66,tcgplayer
OP06-035p2,2026-01-19,47.05,tcgplayer
OP06-035p2,2026-01-26,46.55,tcgplayer
OP06-035p2,2026-02-02,46.55,tcgplayer
OP06-035p2,2026-02-09,46.55,tcgplayer
OP06-035p2,2026-02-16,45.96,tcgplayer
OP06-035p2,2026-02-23,45.22,tcgplayer
OP06-035p2,2026-03-02,44.79,tcgplayer
OP06-035p2,2026-03-09,43.65,tcgplayer
OP06-035p2,2026-03-16,41.20,tcgplayer
OP06-035p2,2026-03-23,39.80,tcgplayer
OP06-035p2,2026-03-30,35.98,tcgplayer
OP06-035p2,2026-04-06,33.03,tcgplayer
OP06-035p2,2026-04-13,32.02,tcgplayer
OP06-035p2,2026-04-20,31.07,tcgplayer
OP06-035p2,2026-04-27,30.99,tcgplayer
OP06-035p2,2026-05-04,31.12,tcgplayer
OP06-035p2,2026-05-11,30.77,tcgplayer
OP06-035p2,2026-05-18,30.27,tcgplayer
OP06-035p2,2026-05-25,30.03,tcgplayer
OP06-035p2,2026-06-01,30.00,tcgplayer
OP06-035p2,2026-06-08,29.83,tcgplayer
OP06-035p2,2026-06-15,29.83,tcgplayer
OP06-035p2,2026-06-22,29.92,tcgplayer
OP06-035p2,2026-06-29,29.83,tcgplayer
OP06-035p2,2026-07-06,29.61,tcgplayer
OP06-035p2,2026-07-13,28.70,tcgplayer
OP06-035p2,2026-07-20,27.81,tcgplayer
OP06-035p2,2026-07-27,27.81,tcgplayer
OP06-035p2,2026-08-03,27.77,tcgplayer
OP06-035p2,2026-08-10,27.65,tcgplayer
OP06-035p2,2026-08-17,27.41,tcgplayer
OP06-035p2,2026-08-24,29.44,tcgplayer
OP06-035p2,2026-08-31,31.59,tcgplayer
OP06-035p2,2026-09-05,31.59,limitless
OP06-036,2026-09-05,0.18,limitless
OP06-036p1,2025-09-08,0.24,tcgplayer
OP06-036p1,2025-09-15,0.25,tcgplayer
OP06-036p1,2025-09-22,0.25,tcgplayer
OP06-036p1,2025-09-29,0.27,tcgplayer
OP06-036p1,2025-10-06,0.27,tcgplayer
OP06-036p1,2025-10-13,0.26,tcgplayer
OP06-036p1,2025-10-20,0.24,tcgplayer
OP06-036p1,2025-10-27,0.21,tcgplayer
OP06-036p1,2025-11-03,0.21,tcgplayer
OP06-036p1,2025-11-10,0.23,tcgplayer
OP06-036p1,2025-11-17,0.23,tcgplayer
OP06-036p1,2025-11-24,0.24,tcgplayer
OP06-036p1,2025-12-01,0.25,tcgplayer
OP06-036p1,2025-12-08,0.24,tcgplayer
OP06-036p1,2025-12-15,0.26,tcgplayer
OP06-036p1,2025-12-22,0.26,tcgplayer
OP06-036p1,2025-12-29,0.25,tcgplayer
OP06-036p1,2026-01-05,0.25,tcgplayer
OP06-036p1,2026-01-12,0.26,tcgplayer
OP06-036p1,2026-01-19,0.26,tcgplayer
OP06-036p1,2026-01-26,0.26,tcgplayer
OP06-036p1,2026-02-02,0.26,tcgplayer
OP06-036p1,2026-02-09,0.23,tcgplayer
OP06-036p1,2026-02-16,0.22,tcgplayer
OP06-036p1,2026-02-23,0.22,tcgplayer
OP06-036p1,2026-03-02,0.22,tcgplayer
OP06-036p1,2026-03-09,0.22,tcgplayer
OP06-036p1,2026-03-16,0.22,tcgplayer
OP06-036p1,2026-03-23,0.23,tcgplayer
OP06-036p1,2026-03-30,0.23,tcgplayer
OP06-036p1,2026-04-06,0.23,tcgplayer
OP06-036p1,2026-04-13,0.22,tcgplayer
OP06-036p1,2026-04-20,0.24,tcgplayer
OP06-036p1,2026-04-27,0.24,tcgplayer
OP06-036p1,2026-05-04,0.24,tcgplayer
OP06-036p1,2026-05-11,0.23,tcgplayer
OP06-036p1,2026-05-18,0.22,tcgplayer
OP06-036p1,2026-05-25,0.22,tcgplayer
OP06-036p1,2026-06-01,0.22,tcgplayer
OP06-036p1,2026-06-08,0.22,tcgplayer
OP06-036p1,2026-06-15,0.22,tcgplayer
OP06-036p1,2026-06-22,0.25,tcgplayer
OP06-036p1,2026-06-29,0.25,tcgplayer
OP06-036p1,2026-07-06,0.25,tcgplayer
OP06-036p1,2026-07-13,0.25,tcgplayer
OP06-036p1,2026-07-20,0.25,tcgplayer
OP06-036p1,2026-07-27,0.26,tcgplayer
OP06-036p1,2026-08-03,0.26,tcgplayer
OP06-036p1,2026-08-10,0.26,tcgplayer
OP06-036p1,2026-08-17,0.26,tcgplayer
OP06-036p1,2026-08-24,0.26,tcgplayer
OP06-036p1,2026-08-31,0.26,tcgplayer
OP06-036p1,2026-09-05,0.24,limitless
OP06-036p2,2025-09-08,7.58,tcgplayer
OP06-036p2,2025-09-15,7.62,tcgplayer
OP06-036p2,2025-09-22,7.60,tcgplayer
OP06-036p2,2025-09-29,7.72,tcgplayer
OP06-036p2,2025-10-06,8.02,tcgplayer
OP06-036p2,2025-10-13,8.02,tcgplayer
OP06-036p2,2025-10-20,8.23,tcgplayer
OP06-036p2,2025-10-27,8.17,tcgplayer
OP06-036p2,2025-11-03,8.57,tcgplayer
OP06-036p2,2025-11-10,8.57,tcgplayer
OP06-036p2,2025-11-17,8.53,tcgplayer
OP06-036p2,2025-11-24,8.29,tcgplayer
OP06-036p2,2025-12-01,8.13,tcgplayer
OP06-036p2,2025-12-08,8.29,tcgplayer
OP06-036p2,2025-12-15,8.36,tcgplayer
OP06-036p2,2025-12-22,8.43,tcgplayer
OP06-036p2,2025-12-29,8.41,tcgplayer
OP06-036p2,2026-01-05,8.55,tcgplayer
OP06-036p2,2026-01-12,8.55,tcgplayer
OP06-036p2,2026-01-19,9.25,tcgplayer
OP06-036p2,2026-01-26,9.79,tcgplayer
OP06-036p2,2026-02-02,10.66,tcgplayer
OP06-036p2,2026-02-09,11.26,tcgplayer
OP06-036p2,2026-02-16,11.29,tcgplayer
OP06-036p2,2026-02-23,11.62,tcgplayer
OP06-036p2,2026-03-02,11.47,tcgplayer
OP06-036p2,2026-03-09,11.38,tcgplayer
OP06-036p2,2026-03-16,11.25,tcgplayer
OP06-036p2,2026-03-23,11.17,tcgplayer
OP06-036p2,2026-03-30,11.17,tcgplayer
OP06-036p2,2026-04-06,11.01,tcgplayer
OP06-036p2,2026-04-13,10.69,tcgplayer
OP06-036p2,2026-04-20,10.49,tcgplayer
OP06-036p2,2026-04-27,10.29,tcgplayer
OP06-036p2,2026-05-04,9.91,tcgplayer
OP06-036p2,2026-05-11,9.73,tcgplayer
OP06-036p2,2026-05-18,9.69,tcgplayer
OP06-036p2,2026-05-25,9.28,tcgplayer
OP06-036p2,2026-06-01,9.16,tcgplayer
OP06-036p2,2026-06-08,9.07,tcgplayer
OP06-036p2,2026-06-15,8.90,tcgplayer
OP06-036p2,2026-06-22,8.64,tcgplayer
OP06-036p2,2026-06-29,8.67,tcgplayer
OP06-036p2,2026-07-06,8.78,tcgplayer
OP06-036p2,2026-07-13,8.70,tcgplayer
OP06-036p2,2026-07-20,8.65,tcgplayer
OP06-036p2,2026-07-27,8.24,tcgplayer
OP06-036p2,2026-08-03,8.19,tcgplayer
OP06-036p2,2026-08-10,8.00,tcgplayer
OP06-036p2,2026-08-17,7.86,tcgplayer
OP06-036p2,2026-08-24,7.79,tcgplayer
OP06-036p2,2026-08-31,7.60,tcgplayer
OP06-036p2,2026-09-05,7.67,limitless
OP06-036p3,2025-09-08,20.20,tcgplayer
OP06-036p3,2025-09-15,20.02,tcgplayer
OP06-036p3,2025-09-22,20.06,tcgplayer
OP06-036p3,2025-09-29,19.80,tcgplayer
OP06-036p3,2025-10-06,20.28,tcgplayer
OP06-036p3,2025-10-13,21.97,tcgplayer
OP06-036p3,2025-10-20,22.96,tcgplayer
OP06-036p3,2025-10-27,23.78,tcgplayer
OP06-036p3,2025-11-03,23.93,tcgplayer
OP06-036p3,2025-11-10,24.21,tcgplayer
OP06-036p3,2025-11-17,23.57,tcgplayer
OP06-036p3,2025-11-24,22.04,tcgplayer
OP06-036p3,2025-12-01,21.30,tcgplayer
OP06-036p3,2025-12-08,22.26,tcgplayer
OP06-036p3,2025-12-15,22.30,tcgplayer
OP06-036p3,2025-12-22,23.22,tcgplayer
OP06-036p3,2025-12-29,25.40,tcgplayer
OP06-036p3,2026-01-05,27.82,tcgplayer
OP06-036p3,2026-01-12,38.85,tcgplayer
OP06-036p3,2026-01-19,40.50,tcgplayer
OP06-036p3,2026-01-26,41.96,tcgplayer
OP06-036p3,2026-02-02,43.31,tcgplayer
OP06-036p3,2026-02-09,41.32,tcgplayer
OP06-036p3,2026-02-16,41.71,tcgplayer
OP06-036p3,2026-02-23,42.24,tcgplayer
OP06-036p3,2026-03-02,42.68,tcgplayer
OP06-036p3,2026-03-09,43.03,tcgplayer
OP06-036p3,2026-03-16,42.88,tcgplayer
OP06-036p3,2026-03-23,42.54,tcgplayer
OP06-036p3,2026-03-30,42.04,tcgplayer
OP06-036p3,2026-04-06,42.04,tcgplayer
OP06-036p3,2026-04-13,41.50,tcgplayer
OP06-036p3,2026-04-20,39.90,tcgplayer
OP06-036p3,2026-04-27,37.16,tcgplayer
OP06-036p3,2026-05-04,35.04,tcgplayer
OP06-036p3,2026-05-11,33.36,tcgplayer
OP06-036p3,2026-05-18,32.08,tcgplayer
OP06-036p3,2026-05-25,29.28,tcgplayer
OP06-036p3,2026-06-01,27.10,tcgplayer
OP06-036p3,2026-06-08,25.95,tcgplayer
OP06-036p3,2026-06-15,24.69,tcgplayer
OP06-036p3,2026-06-22,24.47,tcgplayer
OP06-036p3,2026-06-29,24.48,tcgplayer
OP06-036p3,2026-07-06,24.10,tcgplayer
OP06-036p3,2026-07-13,24.01,tcgplayer
